"","NOME_COMUNE","NOME_PROVINCIA","DECESSI_HIGH","DECESSI_LOW","AVG","longitudine","latitudine"
"1246","Solbiate Arno","Varese",9,2,9,8.813467,45.72056917
"1247","Solbiate Olona","Varese",10,1,10,8.88734116,45.65359629
"1248","Solferino","Mantova",14,14,14,10.57297894,45.37181299
"1249","Solto Collina","Bergamo",3,0,3,10.02592875,45.78223969
"1250","Solza","Bergamo",6,0,6,9.49030904,45.67777081
"1251","Somaglia","Lodi",22,22,22,9.63788616,45.14698574
"1252","Somma Lombardo","Varese",32,18,32,8.70435241,45.68377665
"1253","Sommo","Pavia",1,0,1,9.08377546,45.13223484
"1254","Soncino","Cremona",66,66,66,9.87356025,45.39988968
"1255","Sondalo","Sondrio",16,16,16,10.32367779,46.33202816
"1256","Sondrio","Sondrio",58,58,58,9.87147489,46.1709926
"1257","Songavazzo","Bergamo",3,0,3,9.98981791,45.88091617
"1258","Sonico","Brescia",3,0,3,10.35211195,46.16331325
"1259","Sordio","Lodi",24,24,24,9.36686763,45.34019629
"1260","Soresina","Cremona",98,98,98,9.85425666,45.28863511
"1261","Sorico","Como",3,1,3,9.37978706,46.17212137
"1262","Sorisole","Bergamo",66,66,66,9.66253698,45.74474021
"1263","Sormano","Como",2,0,2,9.24707675,45.87943907
"1264","Sospiro","Cremona",19,4,19,10.15925599,45.10565613
"1265","Sotto il Monte Giovanni XXIII","Bergamo",40,40,40,9.49887457,45.70569781
"1266","Sovere","Bergamo",86,86,86,10.02552685,45.82415622
"1267","Sovico","Monza e della Brianza",26,26,26,9.26489462,45.64936183
"1268","Spessa","Pavia",0,0,0,9.34922713,45.11373851
"1269","Spinadesco","Cremona",3,0,3,9.92828507,45.14822339
"1270","Spineda","Cremona",2,0,2,10.51651065,45.06039475
"1271","Spino d'Adda","Cremona",14,1,14,9.49243269,45.40052368
"1272","Spinone al Lago","Bergamo",1,0,1,9.92154248,45.76476001
"1273","Spirano","Bergamo",6,0,6,9.67098717,45.58217246
"1274","Spriana","Sondrio",1,0,1,9.86446932,46.22014856
"1275","Stagno Lombardo","Cremona",42,42,42,10.08795842,45.07323308
"1276","Stazzona","Como",1,0,1,9.27725961,46.13898602
"1277","Stezzano","Bergamo",132,132,132,9.65102483,45.64975666
"1278","Stradella","Pavia",34,34,34,9.2951673,45.07530591
"1279","Strozza","Bergamo",2,0,2,9.57785981,45.77424733
"1280","Suardi","Pavia",1,0,1,8.74304811,45.02945257
"1281","Sueglio","Lecco",0,0,0,9.3330967,46.08569063
"1282","Suello","Lecco",3,0,3,9.30815929,45.81854832
"1283","Suisio","Bergamo",24,24,24,9.50127414,45.65978989
"1284","Sulbiate","Monza e della Brianza",4,0,4,9.42148311,45.63482681
"1285","Sulzano","Brescia",16,16,16,10.10278206,45.69073811
"1286","Sumirago","Varese",17,0,17,8.77937261,45.74028467
"1287","Sustinente","Mantova",3,0,3,11.01814371,45.06881028
"1288","Suzzara","Mantova",43,10,43,10.74561894,44.99023318
"1289","Taino","Varese",8,8,8,8.61659007,45.76498844
"1290","Talamona","Sondrio",26,26,26,9.60947261,46.13751073
"1291","Taleggio","Bergamo",1,0,1,9.56480824,45.8940301
"1292","Tavazzano con Villavesco","Lodi",30,30,30,9.40969561,45.32750177
"1293","Tavernerio","Como",11,2,11,9.15042839,45.79755247
"1294","Tavernola Bergamasca","Bergamo",30,30,30,10.04532871,45.70922375
"1295","Tavernole sul Mella","Brescia",6,0,6,10.24024832,45.74807504
"1296","Teglio","Sondrio",15,8,15,10.06328021,46.17226169
"1297","Telgate","Bergamo",6,0,6,9.85342403,45.62729393
"1298","Temù","Brescia",3,0,3,10.4704713,46.24975113
"1299","Ternate","Varese",3,0,3,8.69479817,45.7823786
"1300","Terno d'Isola","Bergamo",32,32,32,9.53143321,45.6835994
"1301","Terranova dei Passerini","Lodi",1,0,1,9.67828733,45.19868186
"1302","Ticengo","Cremona",3,0,3,9.82820963,45.36915344
"1303","Tignale","Brescia",3,0,3,10.72185074,45.73951579
"1304","Tirano","Sondrio",42,42,42,10.175315,46.21687062
"1305","Torbole Casaglia","Brescia",46,46,46,10.10502624,45.50830989
"1306","Torlino Vimercati","Cremona",0,0,0,9.59681136,45.41851042
"1307","Tornata","Cremona",1,0,1,10.43084995,45.10466712
"1308","Torno","Como",2,0,2,9.11892139,45.85871468
"1309","Torrazza Coste","Pavia",24,24,24,9.08644549,44.97654992
"1310","Torre Beretti e Castellaro","Pavia",0,0,0,8.67030548,45.05996692
"1311","Torre Boldone","Bergamo",18,7,18,9.70773248,45.71609034
"1312","Torre d'Arese","Pavia",2,0,2,9.31681664,45.2424014
"1313","Torre d'Isola","Pavia",4,0,4,9.07639687,45.21746495
"1314","Torre de' Busi","Bergamo",3,0,3,9.47620478,45.77277339
"1315","Torre de' Negri","Pavia",0,0,0,9.33560207,45.15066298
"1316","Torre de' Picenardi","Cremona",8,0,8,10.28686148,45.14400071
"1317","Torre de' Roveri","Bergamo",12,12,12,9.77220696,45.69951084
"1318","Torre di Santa Maria","Sondrio",3,0,3,9.8520957,46.23261617
"1319","Torre Pallavicina","Bergamo",1,0,1,9.86262527,45.44145792
"1320","Torrevecchia Pia","Pavia",6,0,6,9.29792661,45.28286993
"1321","Torricella del Pizzo","Cremona",3,0,3,10.29564633,45.02004282
"1322","Torricella Verzate","Pavia",1,0,1,9.17584206,45.01559546
"1323","Toscolano-Maderno","Brescia",22,5,22,10.60624725,45.64167518
"1324","Tovo di Sant'Agata","Sondrio",1,0,1,10.24667088,46.24504363
"1325","Tradate","Varese",48,24,48,8.90569481,45.71375993
"1326","Traona","Sondrio",3,0,3,9.52678241,46.14687842
"1327","Travacò Siccomario","Pavia",10,1,10,9.16151622,45.15248202
"1328","Travagliato","Brescia",48,48,48,10.08021884,45.52337617
"1329","Travedona-Monate","Varese",10,0,10,8.67726088,45.80570507
"1330","Tremezzina","Como",7,0,7,9.2135,45.98231
"1331","Tremosine sul Garda","Brescia",3,0,3,10.75381073,45.76695652
"1332","Trenzano","Brescia",26,26,26,10.01571144,45.47595167
"1333","Trescore Balneario","Bergamo",88,88,88,9.84277423,45.69508834
"1334","Trescore Cremasco","Cremona",30,30,30,9.62544229,45.4016592
"1335","Tresivio","Sondrio",5,0,5,9.94538135,46.17469556
"1336","Treviglio","Bergamo",254,254,254,9.5926499,45.5217648
"1337","Treviolo","Bergamo",11,3,11,9.61127104,45.67161825
"1338","Treviso Bresciano","Brescia",2,0,2,10.46199638,45.71274204
"1339","Trezzano Rosa","Milano",18,18,18,9.48954108,45.58497981
"1340","Trezzano sul Naviglio","Milano",33,15,33,9.06913584,45.41867651
"1341","Trezzo sull'Adda","Milano",122,122,122,9.51924401,45.61015321
"1342","Trezzone","Como",0,0,0,9.35533528,46.17146264
"1343","Tribiano","Milano",14,14,14,9.36826311,45.40419814
"1344","Trigolo","Cremona",5,1,5,9.81161994,45.32926498
"1345","Triuggio","Monza e della Brianza",18,18,18,9.26445108,45.65919443
"1346","Trivolzio","Pavia",6,0,6,9.04708121,45.26094339
"1347","Tromello","Pavia",9,1,9,8.86959755,45.21183831
"1348","Trovo","Pavia",3,0,3,9.03576818,45.28284959
"1349","Truccazzano","Milano",10,1,10,9.46626196,45.4835711
"1350","Turano Lodigiano","Lodi",14,14,14,9.62271984,45.24823835
"1351","Turate","Como",16,2,16,9.001214,45.65506841
"1352","Turbigo","Milano",16,6,16,8.73520842,45.52847138
"1353","Ubiale Clanezzo","Bergamo",0,0,0,9.61669209,45.78339354
"1354","Uboldo","Varese",18,11,18,9.00306867,45.61071287
"1355","Uggiate-Trevano","Como",11,3,11,8.96174753,45.82330253
"1356","Urago d'Oglio","Brescia",6,0,6,9.87035354,45.51333465
"1357","Urgnano","Bergamo",17,4,17,9.68917779,45.59854143
"1358","Usmate Velate","Monza e della Brianza",13,2,13,9.36146078,45.6506647
"1359","Vaiano Cremasco","Cremona",48,48,48,9.59127217,45.37249775
"1360","Vailate","Cremona",66,66,66,9.60501009,45.46162258
"1361","Val Brembilla","Bergamo",44,44,44,9.59647,45.8211
"1362","Val di Nizza","Pavia",5,0,5,9.16683303,44.87933288
"1363","Val Masino","Sondrio",3,0,3,9.636636,46.21108357
"1364","Valbondione","Bergamo",26,26,26,10.01261961,46.03798458
"1365","Valbrembo","Bergamo",38,38,38,9.60836917,45.71643237
"1366","Valbrona","Como",4,0,4,9.29677259,45.87778782
"1367","Valdidentro","Sondrio",12,12,12,10.29680566,46.48933294
"1368","Valdisotto","Sondrio",8,3,8,10.35511049,46.43167153
"1369","Valeggio","Pavia",0,0,0,8.86129109,45.15064328
"1370","Valera Fratta","Lodi",2,0,2,9.33350996,45.25682239
"1371","Valfurva","Sondrio",16,16,16,10.41086041,46.46307994
"1372","Valganna","Varese",1,0,1,8.82394745,45.90276705
"1373","Valgoglio","Bergamo",2,0,2,9.91394219,45.97559532
"1374","Valgreghentino","Lecco",10,10,10,9.4131964,45.7694362
"1375","Valle Lomellina","Pavia",9,0,9,8.66495548,45.14711708
"1376","Valle Salimbene","Pavia",2,0,2,9.23298223,45.16962743
"1377","Valleve","Bergamo",0,0,0,9.74322887,46.02819671
"1378","Vallio Terme","Brescia",2,0,2,10.39578004,45.60922643
"1379","Valmadrera","Lecco",20,8,20,9.36027083,45.8469754
"1380","Valmorea","Como",3,0,3,8.93063084,45.81328901
"1381","Valnegra","Bergamo",0,0,0,9.68946994,45.94911785
"1382","Valsolda","Como",4,0,4,9.05613267,46.02446056
"1383","Valtorta","Bergamo",2,0,2,9.53500677,45.9775777
"1384","Valvestino","Brescia",1,0,1,10.59482345,45.76184174
"1385","Vanzaghello","Milano",11,0,11,8.78555599,45.57775891
"1386","Vanzago","Milano",30,30,30,9.00065442,45.52649482
"1387","Vaprio d'Adda","Milano",30,30,30,9.53346804,45.57645829
"1388","Varano Borghi","Varese",4,0,4,8.7019374,45.77779049
"1389","Varedo","Monza e della Brianza",44,44,44,9.15706477,45.59804877
"1390","Varenna","Lecco",3,0,3,9.28358759,46.010613
"1391","Varese","Varese",240,240,240,8.82286834,45.81701677
"1392","Varzi","Pavia",34,34,34,9.1962725,44.82199953
"1393","Vedano al Lambro","Monza e della Brianza",30,30,30,9.272889,45.60952797
"1394","Vedano Olona","Varese",17,1,17,8.88635653,45.77671212
"1395","Veduggio con Colzano","Monza e della Brianza",16,16,16,9.26761258,45.73579292
"1396","Veleso","Como",1,0,1,9.1808764,45.90874583
"1397","Vellezzo Bellini","Pavia",6,0,6,9.10213278,45.26952835
"1398","Venegono Inferiore","Varese",12,5,12,8.89943301,45.73587963
"1399","Venegono Superiore","Varese",26,26,26,8.90171645,45.74912455
"1400","Veniano","Como",6,0,6,8.98498564,45.71628916
"1401","Verano Brianza","Monza e della Brianza",21,6,21,9.22960847,45.68465171
"1402","Vercana","Como",1,0,1,9.33043302,46.160015
"1403","Verceia","Sondrio",2,0,2,9.45276066,46.19663273
"1404","Vercurago","Lecco",12,12,12,9.42480039,45.81074991
"1405","Verdellino","Bergamo",30,30,30,9.61534181,45.60418483
"1406","Verdello","Bergamo",66,66,66,9.62702383,45.60652189
"1407","Verderio","Lecco",34,34,34,9.44182,45.663
"1408","Vergiate","Varese",25,17,25,8.69540153,45.7245355
"1409","Vernate","Milano",6,2,6,9.06042559,45.31588074
"1410","Verolanuova","Brescia",112,112,112,10.07665283,45.32577656
"1411","Verolavecchia","Brescia",42,42,42,10.0518125,45.33052185
"1412","Verretto","Pavia",1,0,1,9.1076969,45.04004064
"1413","Verrua Po","Pavia",3,0,3,9.173167,45.11132967
"1414","Vertemate con Minoprio","Como",10,10,10,9.0721673,45.7251672
"1415","Vertova","Bergamo",13,0,13,9.84987255,45.80858625
"1416","Vervio","Sondrio",0,0,0,10.24053168,46.25285098
"1417","Vescovato","Cremona",60,60,60,10.16811976,45.17636519
"1418","Vestone","Brescia",10,3,10,10.40369545,45.70960367
"1419","Vezza d'Oglio","Brescia",4,0,4,10.40008121,46.24012026
"1420","Viadana","Mantova",160,160,160,10.52143199,44.92611892
"1421","Viadanica","Bergamo",16,16,16,9.96132435,45.68552811
"1422","Vidigulfo","Pavia",18,18,18,9.23483143,45.29187437
"1423","Viganò","Lecco",5,0,5,9.32419661,45.72607126
"1424","Vigano San Martino","Bergamo",2,0,2,9.89576413,45.72609362
"1425","Vigevano","Pavia",147,92,147,8.85987557,45.31761391
"1426","Viggiù","Varese",20,0,20,8.90704038,45.8720108
"1427","Vignate","Milano",10,4,10,9.37703718,45.49636828
"1428","Vigolo","Bergamo",2,0,2,10.02631466,45.71641986
"1429","Villa Biscossi","Pavia",1,0,1,8.78668897,45.08995761
"1430","Villa Carcina","Brescia",32,32,32,10.19527204,45.63141952
"1431","Villa Cortese","Milano",22,22,22,8.88568965,45.5655004
"1432","Villa d'Adda","Bergamo",112,112,112,9.46461423,45.71283271
"1433","Villa d'Almè","Bergamo",14,0,14,9.61792022,45.7463448
"1434","Villa d'Ogna","Bergamo",26,26,26,9.93053034,45.90754175
"1435","Villa di Chiavenna","Sondrio",1,0,1,9.48896973,46.33123766
"1436","Villa di Serio","Bergamo",86,86,86,9.73419702,45.72011449
"1437","Villa di Tirano","Sondrio",22,22,22,10.13320677,46.20268316
"1438","Villa Guardia","Como",16,1,16,9.02591509,45.77472871
"1439","Villachiara","Brescia",2,0,2,9.92960564,45.35687315
"1440","Villanova d'Ardenghi","Pavia",1,0,1,9.04324484,45.17133665
"1441","Villanova del Sillaro","Lodi",3,0,3,9.48089049,45.23730986
"1442","Villanterio","Pavia",18,18,18,9.36041071,45.22071855
"1443","Villanuova sul Clisi","Brescia",40,40,40,10.4537092,45.60166297
"1444","Villasanta","Monza e della Brianza",80,80,80,9.30195235,45.60427327
"1445","Villimpenta","Mantova",18,18,18,11.0293895,45.1449413
"1446","Villongo","Bergamo",70,70,70,9.93475122,45.67239404
"1447","Vilminore di Scalve","Bergamo",18,18,18,10.09528648,45.99794954
"1448","Vimercate","Monza e della Brianza",146,146,146,9.36974907,45.61316595
"1449","Vimodrone","Milano",24,1,24,9.28709221,45.51432793
"1450","Vione","Brescia",2,0,2,10.44779791,46.24880802
"1451","Visano","Brescia",3,0,3,10.36908371,45.31626037
"1452","Vistarino","Pavia",2,0,2,9.30645859,45.21147861
"1453","Vittuone","Milano",15,0,15,8.9533035,45.48777405
"1454","Vizzola Ticino","Varese",0,0,0,8.68505079,45.63123483
"1455","Vizzolo Predabissi","Milano",34,34,34,9.34657618,45.35700041
"1456","Vobarno","Brescia",32,32,32,10.49655796,45.64699577
"1457","Voghera","Pavia",250,250,250,9.00852362,44.99312509
"1458","Volongo","Cremona",2,0,2,10.30250641,45.21154507
"1459","Volta Mantovana","Mantova",21,0,21,10.65949338,45.31957585
"1460","Voltido","Cremona",1,0,1,10.33339356,45.11175931
"1461","Zandobbio","Bergamo",5,0,5,9.85241484,45.68654224
"1462","Zanica","Bergamo",70,70,70,9.6809735,45.6419557
"1463","Zavattarello","Pavia",32,32,32,9.2654367,44.868745
"1464","Zeccone","Pavia",4,0,4,9.19841152,45.26093049
"1465","Zelbio","Como",1,0,1,9.18089193,45.90503059
"1466","Zelo Buon Persico","Lodi",14,14,14,9.42923234,45.41160891
"1467","Zeme","Pavia",3,0,3,8.6663117,45.19492928
"1468","Zenevredo","Pavia",2,0,2,9.32664307,45.05390342
"1469","Zerbo","Pavia",1,0,1,9.39545253,45.11055284
"1470","Zerbolò","Pavia",3,0,3,9.0143866,45.20676064
"1471","Zibido San Giacomo","Milano",7,0,7,9.10587711,45.35966489
"1472","Zinasco","Pavia",7,0,7,9.02849669,45.12824661
"1473","Zogno","Bergamo",20,8,20,9.66791865,45.7948216
"1474","Zone","Brescia",0,0,0,10.11661357,45.76219872
